id,result
281,1
282,0
283,0
284,1
285,1
286,1
287,1
288,0
289,0
290,1
291,0
292,0
293,0
294,1
295,0
296,1
297,0
298,1
299,0
300,0
301,1
302,1
303,0
304,1
305,0
306,1
307,1
308,0
309,1
310,1
311,1
312,0
313,0
314,0
315,0
316,0
317,0
318,1
319,1
320,0
321,1
322,1
323,0
324,1
325,1
326,1
327,0
328,1
329,1
330,1
331,1
332,1
333,1
334,0
335,1
336,0
337,0
338,0
339,0
340,1
341,1
342,1
343,1
344,0
345,0
346,1
347,1
348,1
349,0
350,0
351,1
352,0
353,0
354,1
355,1
356,0
357,1
358,0
359,1
360,1
361,1
362,0
363,1
364,0
365,1
366,1
367,0
368,0
369,1
370,0
371,0
372,1
373,0
374,0
375,0
376,1
377,0
378,0
379,1
380,0
381,1
382,1
383,1
384,0
385,0
386,0
387,0
388,1
389,0
390,0
391,0
392,1
393,0
394,1
395,1
396,1
397,1
398,1
399,0
400,1
401,0
402,1
403,1
404,1
405,1
406,0
407,0
408,0
409,0
410,0
411,1
412,0
413,0
414,0
415,0
416,1
417,0
418,0
419,0
420,0
421,0
422,1
423,1
424,0
425,1
426,0
427,1
428,1
429,0
430,0
431,1
432,0
433,0
434,1
435,1
436,1
437,0
438,0
439,0
440,1
441,0
442,0
443,1
444,0
445,0
446,1
447,0
448,0
449,1
450,1
451,0
452,1
453,1
454,1
455,1
456,0
457,0
458,1
459,0
460,1
461,1
462,0
463,1
464,1
465,0
466,1
467,1
468,0
469,0
470,0
471,1
472,0
473,1
474,1
475,0
476,0
477,0
478,1
479,1
480,1
481,1
482,1
483,0
484,1
485,1
486,0
487,1
488,0
489,0
490,1
491,0
492,1
493,0
494,0
495,1
496,0
497,1
498,1
499,0
500,1
501,1
502,0
503,1
504,1
505,0
506,1
507,1
508,1
509,0
510,1
511,0
512,1
513,1
514,0
515,1
516,1
517,0
518,1
519,1
520,1
521,1
522,0
523,0
524,1
525,1
526,1
527,1
528,1
529,1
530,0
531,1
532,1
533,1
534,0
535,1
536,1
537,1
538,1
539,0
540,0
541,1
542,0
543,1
544,1
545,0
546,0
547,0
548,1
549,0
550,0
551,0
552,1
553,0
554,0
555,1
556,1
557,0
558,0
559,0
560,1
561,1
562,0
563,1
564,1
565,0
566,0
567,1
568,1
569,0
570,1
571,1
572,0
573,0
574,0
575,0
576,0
577,1
578,0
579,1
580,1
581,0
582,1
583,0
584,1
585,1
586,0
587,1
588,1
589,1
590,1
591,0
592,0
593,0
594,0
595,1
596,0
597,1
598,1
599,0
600,1
601,1
602,1
603,1
604,1
605,1
606,0
607,0
608,1
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,1
618,0
619,0
620,0
621,0
622,1
623,1
624,1
625,0
626,1
627,1
628,0
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,0
641,0
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,0
652,1
653,0
654,1
655,0
656,0
657,0
658,0
659,0
660,1
661,1
662,0
663,0
664,1
665,1
666,1
667,1
668,1
669,0
670,1
671,1
672,0
673,0
674,1
675,1
676,0
677,0
678,0
679,1
680,1
681,0
682,1
683,1
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,1
692,1
693,1
694,1
695,0
696,0
697,0
698,0
699,0
700,0
701,1
702,1
703,0
704,1
705,0
706,1
707,1
708,0
709,0
710,0
711,1
712,0
713,1
714,1
715,1
716,0
717,1
718,0
719,0
720,1
721,0
722,1
723,0
724,1
725,1
726,0
727,0
728,1
729,1
730,1
731,0
732,1
733,1
734,1
735,1
736,0
737,0
738,1
739,1
740,0
741,0
742,1
743,0
744,1
745,1
746,1
747,0
748,1
749,0
750,0
751,0
752,0
753,1
754,1
755,0
756,0
757,1
758,0
759,0
760,0
761,1
762,0
763,1
764,0
765,1
766,0
767,0
768,1
769,1
770,1
771,1
772,0
773,0
774,1
775,1
776,1
777,1
778,0
779,1
780,0
781,0
782,1
783,0
784,1
785,1
786,1
787,0
788,0
789,1
790,1
791,1
792,0
793,0
794,1
795,1
796,0
797,1
798,1
799,0
800,1
801,0
802,1
803,0
804,0
805,0
806,1
807,0
808,0
809,1
810,0
811,0
812,1
813,1
814,0
815,1
816,1
817,0
818,1
819,0
820,1
821,0
822,0
823,0
824,0
825,0
826,1
827,1
828,1
829,0
830,1
831,0
832,1
833,0
834,1
835,0
836,1
837,0
838,1
839,1
840,1
841,0
842,1
843,0
844,1
845,0
846,1
847,1
848,1
849,1
850,0
851,0
852,1
853,1
854,1
855,1
856,1
857,0
858,0
859,1
860,0
861,0
862,0
863,1
864,1
865,0
866,0
867,1
868,0
869,1
870,1
871,1
872,1
873,0
874,0
875,0
876,1
877,0
878,0
879,0
880,1
881,0
882,1
883,0
884,0
885,1
886,0
887,1
888,1
889,0
890,1
891,0
892,1
893,0
894,1
895,1
896,1
897,1
898,1
899,0
900,0
901,0
902,0
903,1
904,1
905,0
906,1
907,1
908,1
909,0
910,0
911,0
912,0
913,1
914,1
915,0
916,1
917,1
918,0
919,1
920,0
921,1
922,0
923,0
924,0
925,1
926,0
927,0
928,1
929,0
930,1
931,1
932,1
933,0
934,0
935,0
936,0
937,1
938,1
939,1
940,1
941,1
942,0
943,1
944,1
945,0
946,1
947,0
948,0
949,0
950,0
951,0
952,1
953,0
954,0
955,1
956,1
957,0
958,0
959,0
960,1
961,1
962,0
963,1
964,1
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,1
973,0
974,1
975,1
976,0
977,0
978,1
979,0
980,1
981,0
982,0
983,1
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,1
992,0
993,0
994,1
995,1
996,0
997,0
998,1
999,0
1000,0
1001,1
1002,1
1003,0
1004,1
1005,0
1006,1
1007,1
1008,0
1009,0
1010,0
1011,1
1012,0
1013,1
1014,1
1015,1
1016,1
1017,0
1018,0
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,1
1026,1
1027,0
1028,0
1029,1
1030,0
1031,1
1032,1
1033,0
1034,0
1035,0
1036,1
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,1
1045,1
1046,0
1047,1
1048,1
1049,0
1050,0
1051,0
1052,1
1053,1
1054,0
1055,0
1056,1
1057,1
1058,0
1059,0
1060,0
1061,1
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,1
1072,1
1073,1
1074,1
1075,0
1076,1
1077,0
1078,1
1079,0
1080,1
1081,0
1082,1
1083,1
1084,0
1085,1
1086,0
1087,1
1088,1
1089,1
1090,1
1091,1
1092,0
1093,1
1094,1
1095,1
1096,0
1097,0
1098,0
1099,1
1100,1
1101,0
1102,1
1103,1
1104,0
1105,1
1106,0
1107,0
1108,1
1109,1
1110,1
1111,0
1112,0
1113,0
1114,0
1115,1
1116,1
1117,1
1118,0
1119,1
1120,0
1121,1
1122,1
1123,0
1124,1
1125,0
1126,0
1127,1
1128,0
1129,0
1130,0
1131,1
1132,1
1133,0
1134,1
1135,1
1136,0
1137,0
1138,1
1139,0
1140,1
1141,1
1142,0
1143,1
1144,0
1145,0
1146,1
1147,1
1148,1
1149,1
1150,0
1151,0
1152,0
1153,0
1154,1
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,1
1163,0
1164,1
1165,1
1166,1
1167,1
1168,0
1169,1
1170,1
1171,0
1172,1
1173,1
1174,0
1175,1
1176,0
1177,1
1178,1
1179,1
1180,0
1181,1
1182,1
1183,0
1184,1
1185,0
1186,1
1187,0
1188,0
1189,1
1190,0
1191,1
1192,1
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,1
1200,0
1201,1
1202,0
1203,0
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,1
1212,1
1213,0
1214,0
1215,0
1216,1
1217,0
1218,1
1219,1
1220,1
1221,0
1222,1
1223,1
1224,0
1225,0
1226,0
1227,0
1228,1
1229,0
1230,1
1231,1
1232,0
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,0
1241,1
1242,1
1243,1
1244,0
1245,0
1246,0
1247,0
1248,0
1249,1
1250,1
1251,0
1252,1
1253,0
1254,1
1255,0
1256,1
1257,0
1258,1
1259,0
1260,0
1261,0
1262,0
1263,0
1264,1
1265,0
1266,1
1267,1
1268,0
1269,1
1270,0
1271,1
1272,0
1273,1
1274,1
1275,0
1276,1
1277,1
1278,0
1279,1
1280,0
1281,0
1282,0
1283,1
1284,0
1285,1
1286,1
1287,0
1288,1
1289,0
1290,1
1291,0
1292,0
1293,1
1294,1
1295,0
1296,0
1297,0
1298,0
1299,1
1300,1
1301,1
1302,0
1303,0
1304,1
1305,0
1306,0
1307,1
1308,0
1309,1
1310,1
1311,1
1312,0
1313,1
1314,0
1315,0
1316,0
1317,1
1318,1
1319,1
1320,1
1321,0
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,0
1333,0
1334,0
1335,1
1336,0
1337,0
1338,0
1339,1
1340,0
1341,1
1342,1
1343,1
1344,1
1345,1
1346,0
1347,1
1348,0
1349,1
1350,0
1351,0
1352,1
1353,0
1354,0
1355,0
1356,1
1357,1
1358,0
1359,1
1360,0
1361,1
1362,1
1363,1
1364,0
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,0
1372,0
1373,0
1374,1
1375,1
1376,1
1377,0
1378,0
1379,1
1380,1
1381,1
1382,1
1383,0
1384,1
1385,0
1386,0
1387,0
1388,1
1389,1
1390,0
1391,1
1392,0
1393,0
1394,1
1395,1
1396,0
1397,0
1398,1
1399,1
1400,0
1401,1
1402,1
1403,1
1404,1
1405,1
1406,0
1407,1
1408,0
1409,1
1410,0
1411,1
1412,0
1413,0
1414,0
1415,1
1416,0
1417,1
1418,0
1419,0
1420,1
1421,0
1422,0
1423,0
1424,1
1425,1
1426,0
1427,1
1428,0
1429,1
1430,1
1431,1
1432,1
1433,1
1434,0
1435,0
1436,1
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,0
1444,1
1445,1
1446,0
1447,1
1448,1
1449,1
1450,0
1451,0
1452,0
1453,1
1454,1
1455,0
1456,0
1457,0
1458,1
1459,0
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,1
1473,1
1474,0
1475,0
1476,1
1477,1
1478,1
1479,1
1480,1
1481,0
1482,1
1483,1
1484,1
1485,1
1486,0
1487,0
1488,1
1489,0
1490,0
1491,0
1492,1
1493,0
1494,1
1495,0
1496,1
1497,0
1498,1
1499,1
1500,1
1501,1
1502,1
1503,0
1504,0
1505,0
1506,1
1507,1
1508,0
1509,0
1510,0
1511,0
1512,1
1513,1
1514,0
1515,1
1516,0
1517,1
1518,0
1519,0
1520,1
1521,1
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,1
1530,0
1531,0
1532,0
1533,1
1534,0
1535,0
1536,0
1537,0
1538,1
1539,0
1540,1
1541,1
1542,0
1543,0
1544,0
1545,1
1546,0
1547,0
1548,1
1549,1
1550,0
1551,1
1552,0
1553,0
1554,1
1555,0
1556,1
1557,1
1558,0
1559,0
1560,0
1561,1
1562,1
1563,0
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,1
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,1
1579,1
1580,0
1581,1
1582,1
1583,1
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,1
1591,1
1592,1
1593,1
1594,0
1595,0
1596,0
1597,0
1598,0
1599,1
1600,1
1601,0
1602,0
1603,0
1604,1
1605,0
1606,0
1607,0
1608,0
1609,1
1610,0
1611,1
1612,1
1613,0
1614,1
1615,0
1616,1
1617,0
1618,1
1619,1
1620,1
1621,1
1622,1
1623,0
1624,1
1625,1
1626,0
1627,1
1628,1
1629,0
1630,0
1631,0
1632,0
1633,1
1634,1
1635,0
1636,1
1637,1
1638,0
1639,1
1640,0
1641,1
1642,0
1643,1
1644,0
1645,0
1646,0
1647,1
1648,1
1649,1
1650,0
1651,0
1652,0
1653,1
1654,0
1655,0
1656,0
1657,0
1658,1
1659,0
1660,1
1661,0
1662,0
1663,0
1664,0
1665,0
1666,1
1667,0
1668,0
1669,1
1670,1
1671,1
1672,1
1673,0
1674,0
1675,1
1676,1
1677,1
1678,1
1679,1
1680,0
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,0
1688,1
1689,0
1690,0
1691,1
1692,1
1693,0
1694,1
1695,0
1696,0
1697,0
1698,1
1699,1
1700,0
1701,0
1702,1
1703,0
1704,1
1705,0
1706,0
1707,1
1708,1
1709,0
1710,1
1711,1
1712,0
1713,0
1714,1
1715,0
1716,0
1717,0
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,0
1725,0
1726,1
1727,0
1728,1
1729,1
1730,0
1731,1
1732,0
1733,0
1734,0
1735,1
1736,1
1737,1
1738,1
1739,0
1740,1
1741,0
1742,0
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,1
1751,1
1752,0
1753,0
1754,0
1755,1
1756,1
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,0
1770,1
1771,0
1772,1
1773,0
1774,0
1775,1
1776,1
1777,0
1778,0
1779,1
1780,1
1781,0
1782,1
1783,0
1784,0
1785,0
1786,0
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,0
1794,1
1795,0
1796,0
1797,0
1798,1
1799,1
1800,1
1801,1
1802,0
1803,1
1804,0
1805,0
1806,0
1807,1
1808,1
1809,1
1810,0
1811,0
1812,0
1813,1
1814,0
1815,0
1816,1
1817,1
1818,1
1819,1
1820,0
1821,1
1822,0
1823,1
1824,0
1825,1
1826,1
1827,0
1828,0
1829,0
1830,0
1831,1
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,1
1841,1
1842,0
1843,1
1844,0
1845,0
1846,0
1847,1
1848,1
1849,1
1850,0
1851,0
1852,0
1853,1
1854,1
1855,0
1856,1
1857,1
1858,0
1859,1
1860,1
1861,0
1862,1
1863,0
1864,1
1865,0
1866,0
1867,0
1868,1
1869,0
1870,1
1871,1
1872,1
1873,0
1874,0
1875,1
1876,0
1877,0
1878,1
1879,0
1880,1
1881,1
1882,0
1883,0
1884,0
1885,1
1886,1
1887,1
1888,1
1889,0
1890,1
1891,1
1892,1
1893,1
1894,0
1895,0
1896,0
1897,1
1898,0
1899,0
1900,0
1901,1
1902,1
1903,1
1904,0
1905,0
1906,0
1907,1
1908,1
1909,0
1910,1
1911,0
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,0
1919,0
1920,1
1921,1
1922,0
1923,0
1924,0
1925,0
1926,1
1927,1
1928,0
1929,0
1930,1
1931,0
1932,1
1933,0
1934,0
1935,0
1936,1
1937,1
1938,1
1939,1
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,1
1948,1
1949,0
1950,0
1951,0
1952,1
1953,0
1954,1
1955,1
1956,1
1957,0
1958,1
1959,0
1960,1
1961,0
1962,1
1963,1
1964,1
1965,0
1966,1
1967,0
1968,1
1969,0
1970,0
1971,1
1972,1
1973,0
1974,1
1975,0
1976,0
1977,0
1978,0
1979,1
1980,0
1981,1
1982,1
1983,1
1984,0
1985,0
1986,0
1987,1
1988,0
1989,1
1990,0
1991,1
1992,0
1993,0
1994,1
1995,1
1996,1
1997,0
1998,1
1999,0
2000,1
2001,1
2002,0
2003,1
2004,1
2005,1
2006,1
2007,1
2008,0
2009,1
2010,0
2011,0
2012,0
2013,1
2014,1
2015,1
2016,1
2017,1
2018,1
2019,0
2020,1
2021,1
2022,1
2023,1
2024,0
2025,0
2026,0
2027,0
2028,0
2029,1
2030,0
2031,0
2032,1
2033,0
2034,0
2035,1
2036,0
2037,1
2038,0
2039,0
2040,0
2041,1
2042,0
2043,0
2044,0
2045,0
2046,1
2047,0
2048,1
2049,0
2050,1
2051,0
2052,1
2053,1
2054,0
2055,0
2056,1
2057,0
2058,0
2059,1
2060,1
2061,0
2062,0
2063,1
2064,0
2065,1
2066,0
2067,1
2068,1
2069,0
2070,1
2071,1
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,0
2079,1
2080,0
2081,1
2082,1
2083,1
2084,1
2085,1
2086,0
2087,1
2088,1
2089,0
2090,0
2091,0
2092,0
2093,1
2094,1
2095,1
2096,0
2097,0
2098,1
2099,1
2100,0
2101,0
2102,0
2103,1
2104,0
2105,0
2106,0
2107,1
2108,1
2109,0
2110,1
2111,1
2112,0
2113,1
2114,0
2115,1
2116,0
2117,0
2118,1
2119,1
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,1
2130,1
2131,1
2132,0
2133,0
2134,1
2135,0
2136,1
2137,1
2138,0
2139,1
2140,0
2141,1
2142,0
2143,0
2144,1
2145,0
2146,0
2147,1
2148,0
2149,0
2150,1
2151,1
2152,1
2153,0
2154,0
2155,1
2156,1
2157,0
2158,0
2159,1
2160,0
2161,0
2162,1
2163,0
2164,0
2165,0
2166,0
2167,0
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,0
2176,0
2177,0
2178,1
2179,1
2180,0
2181,0
2182,1
2183,0
2184,0
2185,0
2186,0
2187,1
2188,0
2189,1
2190,0
2191,0
2192,1
2193,0
2194,0
2195,1
2196,0
2197,0
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,0
2205,1
2206,1
2207,0
2208,1
2209,0
2210,1
2211,1
2212,0
2213,1
2214,1
2215,1
2216,0
2217,1
2218,0
2219,0
2220,0
2221,1
2222,0
2223,1
2224,1
2225,0
2226,0
2227,1
2228,0
2229,1
2230,1
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,1
2238,0
2239,0
2240,1
2241,1
2242,1
2243,0
2244,0
2245,0
2246,0
2247,1
2248,1
2249,1
2250,1
2251,1
2252,0
2253,1
2254,0
2255,1
2256,1
2257,0
2258,1
2259,1
2260,1
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,1
2270,0
2271,0
2272,0
2273,1
2274,1
2275,1
2276,1
2277,1
2278,1
2279,0
2280,1
2281,1
2282,1
2283,0
2284,1
2285,1
2286,0
2287,0
2288,0
2289,1
2290,0
2291,1
2292,1
2293,1
2294,1
2295,0
2296,1
2297,0
2298,0
2299,0
2300,0
2301,1
2302,1
2303,1
2304,0
2305,0
2306,1
2307,0
2308,1
2309,1
2310,1
2311,0
2312,0
2313,1
2314,1
2315,1
2316,1
2317,1
2318,0
2319,0
2320,0
2321,1
2322,0
2323,1
2324,0
2325,0
2326,0
2327,1
2328,0
2329,1
2330,1
2331,1
2332,1
2333,1
2334,0
2335,1
2336,1
2337,1
2338,0
2339,0
2340,0
2341,1
2342,1
2343,0
2344,0
2345,0
2346,0
2347,1
2348,1
2349,1
2350,1
2351,0
2352,1
2353,1
2354,0
2355,0
2356,0
2357,1
2358,1
2359,1
2360,1
2361,1
2362,0
2363,1
2364,1
2365,0
2366,1
2367,1
2368,0
2369,0
2370,0
2371,1
2372,0
2373,0
2374,0
2375,1
2376,0
2377,1
2378,0
2379,0
2380,1
2381,1
2382,0
2383,1
2384,1
2385,0
2386,1
2387,0
2388,0
2389,0
2390,0
2391,1
2392,0
2393,0
2394,0
2395,0
2396,1
2397,1
2398,0
2399,0
2400,0
2401,1
2402,0
2403,1
2404,1
2405,0
2406,0
2407,0
2408,0
2409,0
2410,1
2411,1
2412,0
2413,0
2414,1
2415,1
2416,0
2417,0
2418,1
2419,1
2420,0
2421,0
2422,0
2423,1
2424,1
2425,1
2426,0
2427,1
2428,1
2429,0
2430,0
2431,1
2432,1
2433,1
2434,1
2435,1
2436,0
2437,1
2438,1
2439,0
2440,1
2441,0
2442,0
2443,1
2444,0
2445,1
2446,0
2447,1
2448,0
2449,1
2450,0
2451,0
2452,0
2453,0
2454,0
2455,1
2456,1
2457,0
2458,1
2459,1
2460,0
2461,1
2462,0
2463,1
2464,1
2465,1
2466,0
2467,0
2468,0
2469,0
2470,1
2471,1
2472,0
2473,1
2474,0
2475,1
2476,1
2477,0
2478,0
2479,1
2480,0
2481,1
2482,0
2483,0
2484,0
2485,0
2486,0
2487,1
2488,0
2489,0
2490,1
2491,0
2492,0
2493,0
2494,1
2495,1
2496,1
2497,0
2498,1
2499,1
2500,0
2501,1
2502,0
2503,1
2504,1
2505,0
2506,0
2507,1
2508,0
2509,0
2510,0
2511,1
2512,1
2513,0
2514,0
2515,1
2516,0
2517,0
2518,0
2519,1
2520,0
2521,1
2522,0
2523,1
2524,0
2525,0
2526,0
2527,1
2528,1
2529,1
2530,1
2531,0
2532,1
2533,0
2534,1
2535,0
2536,0
2537,0
2538,1
2539,1
2540,1
2541,1
2542,0
2543,1
2544,1
2545,0
2546,0
2547,1
2548,1
2549,0
2550,1
2551,1
2552,1
2553,0
2554,0
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,0
2564,1
2565,0
2566,0
2567,1
2568,1
2569,1
2570,0
2571,0
2572,0
2573,0
2574,0
2575,1
2576,0
2577,1
2578,1
2579,1
2580,0
2581,1
2582,1
2583,0
2584,0
2585,0
2586,1
2587,1
2588,1
2589,0
2590,1
2591,0
2592,1
2593,0
2594,1
2595,0
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,0
2605,0
2606,0
2607,1
2608,0
2609,1
2610,0
2611,0
2612,0
2613,1
2614,0
2615,1
2616,1
2617,1
2618,0
2619,0
2620,1
2621,0
2622,1
2623,0
2624,0
2625,0
2626,1
2627,1
2628,0
2629,1
2630,0
2631,1
2632,0
2633,1
2634,0
2635,1
2636,1
2637,0
2638,0
2639,1
2640,0
2641,1
2642,0
2643,1
2644,1
2645,0
2646,1
2647,1
2648,1
2649,0
2650,1
2651,1
2652,0
2653,1
2654,0
2655,0
2656,1
2657,1
2658,0
2659,1
2660,0
2661,1
2662,0
2663,1
2664,0
2665,1
2666,1
2667,1
2668,1
2669,0
2670,1
2671,0
2672,0
2673,0
2674,1
2675,1
2676,1
2677,0
2678,0
2679,0
2680,1
2681,0
2682,0
2683,0
2684,0
2685,1
2686,0
2687,0
2688,1
2689,0
2690,0
2691,0
2692,1
2693,0
2694,0
2695,0
2696,1
2697,1
2698,1
2699,0
2700,1
2701,1
2702,0
2703,1
2704,0
2705,1
2706,0
2707,1
2708,1
2709,0
2710,0
2711,1
2712,1
2713,0
2714,0
2715,0
2716,0
2717,1
2718,0
2719,1
2720,0
2721,0
2722,0
2723,0
2724,1
2725,1
2726,0
2727,1
2728,1
2729,0
2730,1
2731,0
2732,0
2733,0
2734,1
2735,1
2736,0
2737,1
2738,1
2739,1
2740,0
2741,1
2742,1
2743,0
2744,0
2745,1
2746,0
2747,1
2748,0
2749,0
2750,1
2751,1
2752,0
2753,0
2754,1
2755,1
2756,1
2757,1
2758,0
2759,0
2760,0
2761,1
2762,0
2763,0
2764,0
2765,0
2766,1
2767,0
2768,1
2769,0
2770,1
2771,0
2772,0
2773,1
2774,1
2775,1
2776,1
2777,0
2778,0
2779,1
2780,0
2781,0
2782,1
2783,1
2784,1
2785,1
2786,0
2787,0
2788,1
2789,1
2790,1
2791,0
2792,1
2793,0
2794,1
2795,1
2796,0
2797,1
2798,0
2799,0
2800,1
2801,0
2802,0
2803,1
2804,0
2805,0
2806,1
2807,0
2808,1
2809,0
2810,1
2811,0
2812,1
2813,1
2814,1
2815,1
2816,0
2817,0
2818,0
2819,1
2820,1
2821,0
2822,0
2823,1
2824,1
2825,1
2826,0
2827,0
2828,1
2829,1
2830,0
2831,1
2832,0
2833,0
2834,0
2835,0
2836,1
2837,0
2838,0
2839,1
2840,0
2841,1
2842,0
2843,0
2844,1
2845,0
2846,1
2847,0
2848,1
2849,0
2850,0
2851,1
2852,0
2853,1
2854,1
2855,0
2856,1
2857,1
2858,1
2859,0
2860,0
2861,1
2862,0
2863,0
2864,0
2865,1
2866,0
2867,1
2868,0
2869,1
2870,0
2871,0
2872,0
2873,1
2874,1
2875,1
2876,1
2877,0
2878,0
2879,0
2880,0
2881,1
2882,0
2883,0
2884,1
2885,1
2886,1
2887,1
2888,0
2889,0
2890,0
2891,0
2892,1
2893,0
2894,1
2895,1
2896,1
2897,0
2898,0
2899,0
2900,0
2901,0
2902,1
2903,0
2904,1
2905,1
2906,1
2907,0
2908,1
2909,1
2910,0
2911,1
2912,0
2913,1
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,0
2921,1
2922,1
2923,0
2924,1
2925,0
2926,1
2927,0
2928,1
2929,1
2930,1
2931,0
2932,1
2933,0
2934,0
2935,1
2936,1
2937,0
2938,1
2939,1
2940,1
2941,0
2942,1
2943,1
2944,0
2945,0
2946,0
2947,1
2948,0
2949,1
2950,1
2951,1
2952,1
2953,0
2954,0
2955,1
2956,0
2957,1
2958,1
2959,1
2960,0
2961,1
2962,0
2963,1
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,0
2975,1
2976,1
2977,1
2978,1
2979,0
2980,1
2981,1
2982,1
2983,0
2984,1
2985,1
2986,0
2987,0
2988,1
2989,0
2990,0
2991,0
2992,1
2993,1
2994,1
2995,1
2996,0
2997,0
2998,1
